user_budget,user_days,pref_food,pref_beach,pref_nature,pref_museums,pref_nightlife,place_name,place_province,place_category,place_rating,is_recommended
low,2,1,1,0,0,0,Camp John Hay Art Park,La Union,beach,3.5,1
comfort,5,0,0,1,0,0,Proposed Park,Samar,beach,3.9,0
high,2,1,0,0,0,0,Biak na Bundok,Laguna,sightseeing,4.5,0
comfort,7,0,1,1,0,1,Didi’s Pizza,Pampanga,food,4.7,0
high,2,1,0,0,1,0,Far East Offspring Mountain Farms,Bohol,sightseeing,4.0,0
high,2,0,1,1,0,0,Sun Fastfood,Misamis Oriental,food,4.3,0
low,5,0,1,1,0,1,Shakey's,Cavite,food,4.5,0
high,7,0,0,0,1,0,Mi Café Padres,Rizal,food,4.0,0
comfort,2,0,1,0,0,1,Watchtower,Siquijor,museums,4.3,0
low,5,0,1,0,1,0,Masuso Spring,Camarines Sur,museums,4.2,0
high,6,1,0,0,0,1,Chinggay Lugaway-Grill and Resto Bar,Surigao del Norte,food,4.2,1
comfort,7,0,1,0,0,0,2nd Falls,South Cotabato,museums,3.6,0
low,7,0,0,1,0,0,Talisay Landing,Cebu,sightseeing,4.2,0
high,2,0,0,0,0,0,Rock Formations,Biliran,sightseeing,4.8,1
comfort,7,0,0,1,0,0,Biliran Provincial Capitol Park,Biliran,beach,3.7,0
low,5,0,1,0,0,0,Solar Boat,Guimaras,museums,3.9,0
comfort,6,0,0,0,0,1,Katrina's Fried Chicken,Davao de Oro,food,3.9,0
comfort,4,0,0,1,1,0,Dutch Cafe,Oriental Mindoro,food,3.8,0
high,2,1,1,0,0,1,JJ's Foodstream & Restaurant,Bohol,food,4.0,1
comfort,3,0,0,1,1,0,Bistro Carcosa,Guimaras,food,4.1,0
high,2,0,0,0,0,0,Stable,Rizal,food,3.7,0
comfort,2,1,1,0,0,0,Blue Circle,Zamboanga del Norte,food,4.1,0
comfort,6,1,0,1,0,0,San Jose City Park,Nueva Ecija,nature,3.7,0
low,2,0,0,0,0,1,Ereccion de Pueblo,Bukidnon,sightseeing,3.7,0
comfort,4,0,0,0,0,1,True Brew Gourmet Coffee,Agusan del Norte,food,4.6,0
high,3,1,0,1,0,1,Baguio de Cebu Eco-Mountain Park Adventure,Cebu,beach,4.7,0
comfort,3,1,0,0,0,0,Talavera Municipal Park,Nueva Ecija,nature,3.6,0
high,2,0,0,0,1,0,Kayode's hut,Davao del Norte,sightseeing,3.9,0
high,6,0,1,1,0,1,Starbucks - Circumferential Road Bacolod,Negros Occidental,food,3.8,0
comfort,7,1,0,1,0,0,Sulu Capitol Park,Sulu,nature,4.1,0
comfort,2,0,0,1,1,0,Jesus Christ Statue,Guimaras,sightseeing,4.3,0
comfort,3,1,0,0,0,0,CBC Carloc,Cebu,sightseeing,3.9,0
comfort,3,0,0,1,0,0,Eatery,Leyte,food,3.8,0
comfort,5,0,1,0,0,0,Flora Town Plaza,Apayao,nature,4.2,0
high,6,0,0,0,0,0,Sumlang Lake / Nature FunTraventure,Albay,beach,4.0,0
high,6,0,0,0,0,1,10th Station,Camiguin,sightseeing,3.6,0
low,5,0,1,1,0,0,Bataan Death March Km 0,Bataan,nature,4.2,1
comfort,3,0,1,0,1,0,Clubhouse Cafe,Surigao del Norte,food,4.4,0
low,7,1,1,0,0,1,Mayor's Park,Pangasinan,nature,4.1,0
comfort,3,1,0,1,0,0,Aurora Boy's Diner,Davao Oriental,food,4.7,0
low,6,0,0,0,1,0,Solibao Restaurant,Benguet,food,4.8,0
comfort,6,0,1,0,0,0,Macao Imperial Tea,Pangasinan,food,4.2,0
high,3,0,0,1,1,0,University Library,Nueva Ecija,museums,3.8,0
high,2,0,0,0,1,1,Archie's Diner,Guimaras,food,3.6,0
low,3,0,0,1,1,0,Heroes Park,Lanao del Norte,beach,4.0,0
comfort,3,0,0,0,1,1,Middle Ground,Ifugao,food,4.8,0
low,6,0,1,0,0,0,Sulu Capitol Park,Sulu,beach,4.3,1
low,5,1,1,0,0,0,The Beanery,Bataan,food,4.6,0
high,5,0,0,1,0,0,Starbucks - Circumferential Road Bacolod,Negros Occidental,food,3.8,0
high,3,1,0,1,0,0,Lejoda Café,Iloilo,food,4.6,1
high,5,1,1,0,0,0,Pantabangan View Deck,Nueva Ecija,sightseeing,4.7,1
comfort,6,1,1,0,1,0,Fumagalli Pizza,Bohol,food,4.4,0
high,4,1,1,0,0,0,Sparks Restaurant,Guimaras,food,4.8,1
high,2,0,0,1,0,0,XU Old Library,Misamis Oriental,museums,4.4,0
comfort,2,0,1,0,0,0,Unknown Building,Tarlac,nature,4.8,0
comfort,6,0,1,0,1,1,Bread Corner,Camarines Sur,food,4.6,0
low,7,0,0,0,1,1,Cave,Southern Leyte,sightseeing,3.6,0
high,3,0,0,1,0,0,Villa Gracia Beach,Misamis Oriental,beach,4.3,0
comfort,2,0,1,0,0,0,Hebron,Misamis Occidental,museums,4.4,0
high,3,1,0,0,0,0,Gregorio del Pilar,Ilocos Sur,museums,3.7,0
high,2,1,0,1,1,0,Pegaraw,Rizal,sightseeing,3.7,0
comfort,7,1,0,1,0,1,Café Amazon,Samar,food,3.6,0
low,6,0,0,1,0,0,NHGLRadio 92.9FM,Nueva Ecija,museums,3.6,0
low,4,0,0,0,1,1,Manjuyod  Sandbar,Negros Oriental,museums,3.6,0
low,4,0,0,0,1,1,Northen Lights Downtown,Camiguin,food,4.1,0
low,5,0,1,0,1,0,Mayoyao Town Plaza,Ifugao,nature,4.7,0
low,5,0,1,1,0,0,Viewing Deck 1,Negros Oriental,beach,4.0,1
high,3,0,0,0,1,0,Freeport Area of Bataan Park,Bataan,nature,4.1,0
high,7,1,0,1,0,0,Rotary International,La Union,sightseeing,4.4,0
high,3,1,0,0,1,0,Salvacion River Camp and Firefly Watching,Palawan,sightseeing,4.5,1
high,5,0,0,0,0,0,La Entrada,Surigao del Sur,food,3.6,0
high,3,1,1,0,1,0,Sunset Viewpoint,Siquijor,museums,4.5,1
low,4,0,0,1,0,1,Bulusan Nature Park,Oriental Mindoro,nature,3.8,1
low,5,0,0,0,0,1,Ocean Adventure,Bataan,museums,3.6,0
low,3,0,0,1,0,0,Vivian's Kitchen Bar & Restaurant,Iloilo,food,4.7,0
high,6,1,0,0,0,1,13th Station,Camiguin,sightseeing,4.4,0
low,4,0,1,1,1,0,A'pfaw Mahencha Falls,Mountain Province,sightseeing,4.5,0
comfort,7,0,0,1,0,1,9th Station,Camiguin,sightseeing,3.8,0
low,6,1,0,1,0,1,The Galleon - Spanggo,Capiz,food,3.7,0
low,3,0,0,1,0,0,Sulu Provincial Park,Sulu,nature,4.8,1
high,6,0,0,0,0,0,Concrete Sculpture of Elephant,Iloilo,sightseeing,4.5,1
low,3,0,0,0,1,0,Mr. Coffee Bean Dap-Ayan Centro,Ilocos Norte,food,4.1,0
high,7,0,0,1,1,1,Dinagyang Warrior,Guimaras,museums,3.5,0
low,6,0,0,0,1,0,Biyo Verdi Inland Resort & Putt-Golf,Guimaras,sightseeing,4.8,0
comfort,7,1,1,0,0,1,Floro BluePrinting,Cavite,sightseeing,3.5,0
low,7,0,1,0,1,0,The Statue of Liberty,La Union,sightseeing,4.8,0
low,5,0,0,1,1,0,Masanao Hills,Bohol,sightseeing,4.0,0
low,3,1,1,1,0,0,Lake Forest Resort Mexico Pampanga,Pampanga,sightseeing,4.0,0
low,6,0,1,0,0,1,Adventure Cafe,Cebu,sightseeing,4.8,0
high,6,0,0,0,1,0,Tugas tree,Southern Leyte,nature,3.5,0
high,6,0,0,0,1,1,Paranymphus,Camarines Sur,nature,4.6,0
comfort,7,1,0,0,0,1,Buri Island Villas,Samar,sightseeing,3.8,0
high,7,0,0,0,0,1,Pandan People's Park,Aklan,beach,4.6,0
comfort,6,1,1,0,1,0,Welcome City of Cauayan,Aurora,museums,4.6,0
comfort,5,1,0,0,1,1,Apayao Brew,Aurora,food,4.5,0
low,2,0,1,0,0,0,The Secret Cafe,Samar,food,4.7,0
low,6,1,0,0,0,0,Ranchwood Garden Receptions,Albay,sightseeing,4.5,0
low,4,0,0,1,0,1,Cleo Heights Sea of Clouds,Davao Oriental,museums,3.6,0
low,7,0,0,1,1,0,Madja'as Viewdeck 3,Aklan,sightseeing,3.8,0
high,6,1,1,0,0,1,STEM Park,South Cotabato,beach,4.7,1
low,7,0,0,0,1,1,Barangay Bagasbas Park,Camarines Norte,beach,3.6,0
comfort,4,0,1,0,1,1,Raise - Train - Sustain,Cavite,museums,3.8,0
low,7,1,1,0,0,1,Alta tierra Village Comm Park,Guimaras,beach,3.6,1
comfort,4,1,0,0,0,0,The Bodo's Thai Food and Breads,South Cotabato,food,4.6,0
high,6,0,0,0,1,1,Bugo Plaza,Misamis Oriental,nature,4.0,0
high,7,1,0,0,0,0,Compra's Residence,Leyte,sightseeing,4.7,0
comfort,7,0,1,0,0,1,The Cliffhouse,Cavite,sightseeing,3.6,0
high,5,0,0,1,0,0,Space Shuttle,Cavite,museums,3.6,0
low,2,0,1,1,0,1,Beverly Hills Park,Aurora,nature,4.4,1
high,4,1,0,1,1,0,Ray Wolf,Bataan,sightseeing,4.3,0
high,5,1,0,0,1,0,Techno Park,Guimaras,nature,3.8,0
high,3,0,0,0,0,1,Kainan sa Tabing Bayan,Quezon,food,4.2,0
low,5,1,0,1,0,0,1st Colonial,Sorsogon,food,3.6,0
high,6,0,0,0,0,1,Binantayanan Beach,Masbate,sightseeing,3.6,0
high,5,0,0,1,0,0,Lemon and Olives,Benguet,food,4.5,1
comfort,6,0,0,0,1,0,Igorot Goldmine,Benguet,museums,4.5,0
low,4,0,0,0,0,0,Little Camp John Hay,Benguet,nature,4.5,0
high,5,1,0,0,0,0,Hermosa Town Plaza,Pampanga,nature,4.5,0
low,5,0,1,0,1,0,Cannery Plaza,South Cotabato,beach,4.7,1
high,2,0,0,0,1,0,WaterWorld Iloilo,Iloilo,museums,3.5,0
high,6,1,1,1,0,0,Hill 394,Bataan,sightseeing,4.5,0
high,2,0,1,0,1,1,The Captain's Peak Garden & Resort,Bohol,museums,4.2,0
high,6,0,1,1,0,0,"Moon Set @ Bato, Leyte",Negros Occidental,beach,3.6,0
comfort,4,0,0,1,0,0,Fortune favors the brave,Guimaras,sightseeing,3.9,0
comfort,4,0,1,0,1,1,Isdaan Floating Restaurant,Rizal,food,3.7,0
low,5,0,0,0,0,1,end of coastal road (construction site for bridge),Zambales,sightseeing,3.7,0
low,3,0,0,1,0,0,Mei Hwa Classic Deli,La Union,food,3.7,0
comfort,7,0,1,0,0,0,JBestea,Tarlac,food,4.8,0
comfort,7,0,0,0,0,0,Centrio Garden East,Misamis Oriental,beach,4.3,0
low,5,0,1,1,0,0,Mitz Witteman,Abra,sightseeing,3.9,0
high,7,0,0,0,0,0,Basura Garden,Aklan,museums,4.9,0
high,6,0,0,1,0,1,Jennifer's Restoraire,Biliran,food,4.5,1
high,4,0,0,0,1,1,Butterfly Garden,Palawan,nature,3.7,0
low,6,1,0,0,1,0,Grillo Pizzeria Restorante,Oriental Mindoro,food,4.5,0
low,5,1,0,1,0,0,Ron Ron Restaurant,Northern Samar,food,4.2,0
comfort,4,0,0,1,0,1,Auditorium,Pangasinan,beach,3.7,0
high,5,1,0,1,0,1,Lover's Park,Benguet,nature,4.7,1
comfort,2,0,1,0,0,0,Kalibo-Niño's Ihaw-ihaw,Aklan,food,4.3,0
comfort,7,0,0,0,1,0,Rotary Park,Davao del Norte,nature,4.1,0
high,2,1,0,0,0,1,Jesus and Mary,Aklan,museums,3.6,0
low,3,0,1,1,0,1,Grand Caprice,Misamis Oriental,food,3.9,0
high,3,0,1,1,0,0,Pulilan Park,Pampanga,beach,4.4,0
high,4,0,1,1,0,1,Cagayan de Oro Ecopark,Misamis Oriental,beach,4.9,1
comfort,3,0,0,0,0,0,Soupremo,South Cotabato,food,4.8,0
comfort,6,0,1,1,1,0,Sarimanok Restaurant,Bohol,food,3.7,0
high,6,0,0,0,1,0,Dencio's,Batangas,food,4.2,0
low,2,0,1,0,0,0,Virac Food House,Catanduanes,food,4.1,0
high,5,0,0,1,0,1,Ilayang Ilog EcoTourism Zone,Cavite,sightseeing,3.8,0
low,6,1,0,1,1,0,Garden Maze,Bataan,museums,3.8,0
comfort,3,0,0,0,1,0,Bangkang Dahon,South Cotabato,museums,3.5,0
high,6,1,1,0,0,1,Rock Tower,Nueva Vizcaya,museums,3.6,0
comfort,7,1,1,0,0,0,Coffee District,Southern Leyte,food,4.3,0
high,7,0,1,0,1,0,Del Carmen Beach,Camarines Norte,sightseeing,4.1,0
low,5,1,0,0,0,1,Escoton Beach,Biliran,beach,4.3,0
comfort,4,1,1,0,0,0,Sweet Cleopatra,Negros Oriental,food,3.5,0
comfort,5,1,0,0,0,0,Lolo Peds Restaurant,Mountain Province,food,4.8,0
high,7,0,0,0,1,1,Isdaan Floating Restaurant,Laguna,food,4.6,1
high,7,0,0,0,1,0,41st Division PA-USAFFE Shrine,Cavite,sightseeing,3.6,0
comfort,5,0,1,0,0,1,Liberty Shrine,Cebu,beach,4.8,0
comfort,4,1,0,0,0,1,Amigos Eatery,Samar,food,4.6,0
comfort,2,1,1,1,0,0,Southern Grind Bistro,Guimaras,food,4.3,0
comfort,4,0,0,1,0,0,The Lokal,Davao Oriental,food,4.1,0
comfort,4,1,0,0,1,0,LaThorpe Pizza,Isabela,food,4.3,0
high,5,0,0,1,0,0,Underground River,Mountain Province,sightseeing,4.8,0
comfort,3,1,0,0,0,0,Pagsanjan Falls,Laguna,museums,4.6,0
low,5,0,1,0,0,1,Kalayaan Tree,Pampanga,sightseeing,3.8,0
comfort,6,0,1,0,0,1,Banig Restaurant,Basilan,food,4.5,0
high,5,0,0,0,1,0,New Barili Heights & Sights,Davao de Oro,sightseeing,4.3,0
high,2,0,0,1,1,1,Deodato's Pizza,Nueva Vizcaya,food,4.3,0
comfort,3,0,1,0,1,1,Sta Fe,Negros Occidental,beach,4.6,0
low,7,0,1,1,1,0,Mayette's Restaurant,Nueva Vizcaya,food,4.6,0
comfort,2,0,1,0,1,0,Plaza Mayor,Guimaras,beach,4.2,0
comfort,2,1,0,1,0,0,Isobel - Restaurant and Bar,Batangas,food,4.0,0
high,6,0,0,0,1,1,Mr. Coffee Bean Dap-Ayan Centro,Ilocos Norte,food,4.1,0
comfort,7,0,0,1,1,0,Madapdap Park,Tarlac,nature,4.4,0
comfort,3,0,0,1,0,1,Viewpoint Taal Lake,Batangas,sightseeing,4.8,0
high,3,0,0,0,0,1,Bacolod City Plaza,Negros Occidental,beach,4.1,0
comfort,2,1,0,0,0,1,Greek Statues,Guimaras,museums,4.6,0
low,4,1,0,0,0,0,Itbayat Blue Lagoon,Batanes,sightseeing,4.1,0
comfort,5,0,0,0,1,0,St. Clement,Guimaras,sightseeing,4.6,0
high,4,0,1,0,0,0,Perfect 2's place,Tarlac,museums,3.7,0
comfort,7,0,0,0,1,0,Tennis Court,Pangasinan,beach,4.1,0
comfort,4,0,1,0,1,0,CDM Marios Bar & Restaurant,Ilocos Norte,food,4.1,0
high,5,0,0,0,1,1,Kisulad Beach,Davao del Sur,beach,4.5,0
low,2,0,1,0,0,0,C&C Campo de Oro,Davao Oriental,museums,4.6,0
low,4,1,0,0,0,0,T'boli Knoon Monument,South Cotabato,sightseeing,4.4,0
high,4,0,1,0,1,0,Jose Rizal,Guimaras,sightseeing,4.5,0
low,6,0,0,0,1,0,Katiwamaan't Jimeno Park,Aklan,nature,4.0,0
low,7,0,0,1,0,1,Brgy. Cagnocot,Leyte,museums,4.1,0
comfort,3,1,0,1,0,0,Bacuag Municipal Park,Surigao del Norte,beach,4.5,0
low,4,0,1,0,0,1,"Dau, San Nicolas Basketball Court",Pampanga,beach,4.0,1
high,2,0,0,0,1,0,Rizal Beach,Sorsogon,sightseeing,4.3,0
comfort,3,1,0,0,1,0,El Galong,South Cotabato,food,4.6,0
comfort,7,1,0,0,1,1,Swiss Baker,Benguet,food,4.3,0
low,4,0,0,0,1,0,Teblong Restaurant,Pangasinan,food,4.5,0
high,2,1,0,1,0,0,Oarde's Foodauz,Albay,food,4.9,1
high,7,0,0,1,0,0,101 Chinese Restaurant,Northern Samar,food,3.7,0
low,2,0,1,0,0,1,Mountain View,Cebu,museums,4.1,0
comfort,2,0,1,1,0,0,Prospera Park,Misamis Occidental,nature,3.9,0
comfort,5,1,0,1,0,0,UEP Aqua Park,Northern Samar,beach,4.3,0
low,7,0,1,0,0,0,Pan-aw Restaurant,Kalinga,food,4.6,0
low,5,0,0,0,0,1,Carenderia,Surigao del Sur,food,3.6,0
high,6,1,0,0,0,0,GT Park,Iloilo,beach,4.0,0
high,5,0,0,0,1,1,P&F' Estacion De Cafe,Benguet,food,4.6,1
comfort,3,0,0,1,1,0,Infinitea,Lanao del Sur,food,4.8,0
comfort,3,0,0,0,0,1,Roadhouse Cafe,Bukidnon,food,4.0,0
low,2,0,0,1,1,0,Altavas Town Plaza,Capiz,museums,4.7,0
low,3,0,0,0,0,0,Taniongon Cold Spring,South Cotabato,sightseeing,4.6,0
comfort,7,0,0,1,0,1,Bareng and Aguto Coach Diner,Ilocos Norte,food,3.7,0
low,4,0,1,1,0,0,Same Place Grill,Surigao del Norte,food,4.9,0
low,3,0,1,1,0,1,Plaza Rizal,Cavite,nature,3.8,1
low,7,0,0,1,0,0,Tearrific Cafe,Iloilo,food,4.7,0
high,3,1,0,0,0,0,Plaza Brew,Bataan,food,4.4,1
comfort,4,0,0,0,0,0,School Library,Negros Occidental,museums,4.7,0
low,5,1,1,0,0,1,Naga City Ecology Park,Camarines Sur,nature,4.7,0
comfort,5,0,1,0,0,1,Comval,Davao de Oro,museums,4.6,0
high,3,0,1,0,1,1,Camp Damada,Davao de Oro,food,3.7,0
comfort,3,1,0,1,0,0,Johnson's Farm,Pangasinan,sightseeing,4.8,0
comfort,4,0,0,0,0,1,M MOTIONS PHOTOGRAPHY,Pangasinan,sightseeing,3.9,0
comfort,2,0,0,1,0,0,Ifugao hut,Mountain Province,museums,4.7,0
high,6,1,0,0,0,0,Pamarang's Kambingan,Pangasinan,food,4.3,1
comfort,5,0,1,1,0,0,Viewpoint for Kapay-aw rice terraces,Mountain Province,museums,4.2,0
low,2,0,0,0,1,0,English Park,Guimaras,nature,4.6,0
comfort,3,0,0,0,0,0,Antonio Luna,Ilocos Norte,sightseeing,4.6,0
high,5,1,0,1,0,1,Fish Port,Camiguin,museums,4.6,0
low,6,1,0,1,0,1,Crab Building Food Park,Pangasinan,beach,4.6,0
high,6,1,0,1,0,0,New Washington Town Plaza,Aklan,beach,4.5,0
comfort,5,0,0,0,1,1,Toshiko,South Cotabato,food,4.8,0
low,7,0,0,1,1,0,Papoo Cafe,Iloilo,food,4.7,0
high,2,0,1,0,0,0,Daddy's Pizza and Cafe,Davao del Sur,food,4.4,0
high,5,1,0,0,1,1,Soul Food Restaurant,Palawan,food,4.8,1
low,4,0,0,1,0,0,Dunsulan Falls,Bataan,sightseeing,4.1,0
low,7,0,0,1,1,1,Irisan Ecopark Viewdeck,Benguet,museums,4.8,0
high,5,1,0,0,0,0,Tazza Verde,Maguindanao del Sur,food,4.8,1
comfort,5,0,1,0,1,0,Private Beach Resort,Marinduque,beach,4.6,0
comfort,2,0,0,0,0,0,Shierudon,Surigao del Norte,food,4.9,0
high,5,0,1,0,0,0,Kamarin ni Tatang,Abra,food,4.8,1
comfort,3,1,0,0,0,0,Zamboanga Sibugay Welcome Arch,Zamboanga del Norte,museums,3.8,0
comfort,6,0,0,1,0,1,Rotonda,Surigao del Norte,food,4.7,0
low,3,0,0,1,0,0,Ka Inato,Palawan,food,4.7,0
low,2,0,1,1,0,1,mad viewpoint,Siquijor,sightseeing,4.4,0
low,6,0,1,0,1,1,Aborigine Settlement,Bataan,museums,4.6,0
comfort,2,0,1,0,0,0,14th Station,Camiguin,sightseeing,3.5,0
low,2,1,0,0,1,1,Pongas Falls,Mountain Province,museums,4.5,0
high,3,1,0,0,0,0,JIJF Lutong Bahay Ni Inay,Rizal,food,4.0,1
low,3,0,1,0,0,0,Dishko Bes,Biliran,food,4.3,0
low,5,1,0,0,0,0,Rizal Park,Nueva Ecija,nature,4.4,0
comfort,2,1,0,0,1,1,Naval Municipal Park,Leyte,nature,4.5,0
high,6,0,0,1,0,0,Batangas City Public Library,Batangas,museums,3.8,0
high,6,0,0,1,1,0,View Deck on the Rock,Benguet,sightseeing,3.8,0
comfort,6,0,0,0,0,1,Samar Island Nature Park (SINP),Eastern Samar,sightseeing,4.3,0
low,7,0,0,1,1,0,Jose Rizal,Guimaras,museums,4.4,0
low,4,1,0,0,0,1,Steam Stone,Batangas,museums,3.6,0
comfort,4,0,1,0,1,0,Hibiscus Pizzeria,Palawan,food,4.2,0
comfort,7,0,0,1,0,1,mother mary,Negros Oriental,sightseeing,4.6,0
low,5,1,0,0,1,0,Carabao Head,Rizal,sightseeing,4.7,0
high,5,0,1,1,0,0,Rust & Wood Park,Mountain Province,food,4.6,1
low,5,1,0,0,0,0,Dalampasigan,Pangasinan,food,3.9,0
comfort,2,1,0,1,0,0,Haring Bato,Pampanga,sightseeing,4.0,0
high,4,1,0,1,0,0,Agri Forest Park,Cotabato,beach,4.1,0
comfort,2,0,0,1,0,0,Beach,Marinduque,museums,4.0,0
high,5,1,1,0,0,0,Tarlac Rec,Tarlac,museums,3.7,0
low,3,0,0,1,1,0,Uncle Tom's,Guimaras,food,3.6,0
high,3,1,1,0,1,0,Jaltan,Davao del Norte,food,3.9,1
low,2,1,1,0,0,1,Magellan's Garden Grill & Restobar,Nueva Ecija,food,4.2,0
low,5,0,0,0,0,1,Malita Municipal Plaza,Davao Occidental,beach,4.5,0
comfort,2,0,1,0,0,0,Bulak Library,Siquijor,museums,4.1,0
low,3,0,0,1,0,1,Rizal Park,Southern Leyte,beach,3.7,0
low,5,0,1,1,1,0,Solar Boat,Iloilo,sightseeing,4.4,0
comfort,4,1,0,1,1,0,Don Roberto's Bar & Restaurant,Siquijor,food,3.9,0
comfort,4,0,0,1,0,0,Death Site of Del Pilar,Ilocos Sur,sightseeing,4.2,0
comfort,3,0,1,0,0,1,Laeuna De Taal Lake View,Batangas,museums,4.3,0
comfort,2,0,0,1,0,1,San Vicente Groto Park,Albay,beach,3.9,0
comfort,3,1,0,0,0,0,Freedom Park,Camarines Sur,nature,4.4,0
high,7,0,0,0,1,0,Monkey Grounds Coffee,Guimaras,food,4.7,1
comfort,3,0,0,0,0,0,The Thirteenth Station|Jesus is taken from the cross,La Union,sightseeing,3.6,0
high,4,0,1,0,0,0,McCoy's Rib Joint,South Cotabato,food,4.8,1
comfort,3,0,0,1,0,0,Hardin sang Balo,Negros Occidental,museums,4.0,0
high,5,1,0,1,1,0,Big Foot Restaurant,Zambales,food,3.8,1
low,7,0,1,0,1,1,The Teacher,Albay,beach,3.6,1
low,2,0,0,0,0,0,Welcome Maddela,Quirino,sightseeing,4.0,0
comfort,3,0,1,0,0,0,KFC,Ilocos Norte,food,3.9,0
high,4,0,0,1,0,0,St. Roche,Bataan,sightseeing,4.6,1
high,4,0,0,0,0,1,Skyworld Graffiti Artwork,Benguet,museums,4.1,0
high,4,0,1,0,1,0,Bagabag Town Plaza,Ifugao,beach,4.2,0
comfort,3,0,0,1,0,0,Surfer Seatea Cafe,Eastern Samar,food,4.5,0
comfort,7,0,0,1,0,0,Nena's Inasal,Negros Occidental,food,3.9,0
low,4,1,0,0,0,0,"Brgy, Botbotones Plaza",Tarlac,nature,4.6,0
comfort,5,0,0,0,0,1,Lechon Haus,Iloilo,food,4.7,0
comfort,5,1,0,0,1,1,Cafe Saavedra's,Davao del Norte,food,4.2,0
comfort,5,0,0,0,0,1,Urbiztondo People's Park,Pangasinan,nature,4.2,0
high,3,0,0,0,0,1,Artemis Canteen,Aurora,food,4.4,0
low,3,1,1,1,0,0,Hermosa Town Plaza,Pampanga,nature,4.5,1
low,3,0,0,0,0,1,Roadblock Resto Grill,Negros Occidental,food,4.6,0
low,6,0,1,0,0,0,Sunrise Viewpoint,Mountain Province,sightseeing,4.0,0
low,6,1,0,0,1,1,The Minty Coffee Shop,Ilocos Sur,food,4.9,0
comfort,4,0,0,0,1,0,Kuya J,Aurora,food,4.6,0
low,7,1,0,0,1,1,Lake Kavaywan,Batanes,museums,4.6,0
comfort,5,1,0,0,0,1,Olahbinan Resthouse and Cafe,Mountain Province,food,4.8,0
comfort,2,0,0,0,1,0,Langon Vista DECA HOMES Cararayan,Camarines Sur,museums,4.1,0
high,4,0,1,1,1,0,Loboc Zipline & Cable Ride,Bohol,museums,4.2,0
low,3,0,1,0,0,0,Elees,Misamis Occidental,food,4.5,0
high,5,1,0,0,0,1,Fortune favors the brave,Guimaras,museums,4.8,0
low,6,0,1,0,1,0,Sadok Restaurant,South Cotabato,food,4.6,0
low,6,1,0,0,1,0,Cagsawa Ruins Park,Albay,nature,4.6,0
low,2,0,0,1,1,0,Master Fry,Southern Leyte,food,4.6,0
high,6,0,0,1,0,0,PreTea,Agusan del Norte,food,4.4,0
high,2,0,0,0,1,0,Villa Bonita’s,Ilocos Sur,food,4.5,1
comfort,4,0,1,0,1,0,Lhoren's Inn & Restaurant,Ifugao,food,4.2,0
high,7,0,0,1,1,0,Pasil Beach,Bohol,beach,3.9,0
low,6,0,0,0,1,0,Antonio Luna,Ilocos Norte,museums,4.5,0
comfort,3,1,0,0,0,0,BesTea in Town,Maguindanao del Norte,food,3.6,0
comfort,6,0,1,1,0,1,Arbor Square,Rizal,nature,3.5,0
high,7,0,0,0,1,1,Ramboy's Manokan,Aklan,food,4.8,1
high,5,1,0,0,1,0,Magellan's Garden Grill & Restobar,Nueva Ecija,food,4.2,1
comfort,3,0,0,1,0,0,Divina Pizza Bar & Grill,Masbate,food,4.3,0
low,4,1,0,0,1,0,1st Station,Camiguin,museums,4.8,0
high,3,0,0,0,0,0,Big Tummy Unli Grill,Zambales,food,3.8,0
low,5,0,0,1,0,0,last regnant resort,Aurora,sightseeing,3.5,0
low,4,1,0,0,0,0,Leaning Tower of Bacarra,Ilocos Norte,sightseeing,4.8,0
comfort,6,0,0,0,0,0,Encarnation Garden Rotonda,Bataan,nature,4.8,0
low,6,0,0,0,1,0,Lazi Convent,Siquijor,museums,4.8,0
low,3,1,1,0,0,0,Liwasang Francisco Balagtas,Bataan,beach,3.7,1
comfort,3,1,0,0,0,1,0602108,Batangas,sightseeing,4.6,0
comfort,2,1,0,0,1,0,Fun N' Food Village,Nueva Vizcaya,food,3.6,0
high,7,1,0,0,0,0,Juan Carlo,Batangas,food,4.7,1
comfort,4,0,0,1,1,0,Jose B. Lingad Park and Museum,Pampanga,nature,4.3,0
low,5,1,1,0,0,1,Main Library Extension,Rizal,museums,4.8,0
high,6,0,1,0,0,0,PUP Sto. Tomas Obelisk,Laguna,museums,4.5,0
low,7,0,0,0,0,0,Gross Ostrich Farm,Nueva Ecija,museums,3.8,0
high,3,0,0,0,1,0,Fish Sanctuary,Southern Leyte,sightseeing,4.3,0
comfort,5,0,1,1,1,0,Soledad Lantawan,Davao del Sur,museums,4.2,0
high,7,0,0,0,1,1,Pallabot Park,Masbate,beach,4.1,0
low,3,0,1,1,0,0,Freedom Park,Siquijor,nature,4.9,1
comfort,3,1,0,0,1,1,Amigos Eatery,Samar,food,4.6,0
low,3,1,0,0,0,0,Bella Lagranja,Iloilo,beach,3.6,0
low,5,0,0,0,1,1,Lucky Haven,Bataan,sightseeing,3.8,0
low,5,0,0,1,0,0,Jaime Meryendahan,Batangas,food,3.9,0
high,5,1,1,0,0,0,Wonka Fastfood,Negros Oriental,food,4.7,1
low,2,1,0,0,0,1,Iponan Plaza,Misamis Oriental,beach,4.1,0
high,5,1,1,0,1,0,SH Dine Inn,Northern Samar,food,3.6,1
